FS_PERM_SEC_ID,FF_MKT_VAL_CURR,DATE,FF_FPNC,FF_SALES,FF_OPER_EXP_TOT,FF_CASH_ST,FF_CASH_ONLY,FF_INVEN,FF_ASSETS_CURR,FF_INTANG,FF_ASSETS,FF_LIABS_CURR,FF_DEBT_ST,FF_PAY_ACCT,FF_DEBT_LT,FF_COM_EQ,FF_DEBT,FF_SHLDRS_EQ,FF_WKCAP_CHG,FF_DIV_CF,FF_BPS,FF_COM_SHS_OUT,FF_PPE_NET,FF_RECEIV_ST,FF_DIV_PAY_OUT_PS,FF_AMORT_CF,FF_COM_EQ_RETAIN_EARN,FF_DEP_EXP,FF_GW,FF_PENS_EXP_NPP_NET,FF_DEBT_ST_NOTES_PAY,FF_DIV_COM_CF,FF_DEBT_LT_REDUCT_CF,FF_COGS_XDEP,FF_DEP_AMORT_EXP,FF_RD_EXP,FF_COGS,FF_INT_EXP_NET,FF_NET_INC,FF_LIABS,FF_OPER_CF,FF_CAPEX,FF_EBITDA_OPER,FF_SGA,FF_EBIT_OPER,FF_WKCAP
DJHD0P-S-US,,20101231,201012,666.711,674.007,4.049,,13.708,182.101,,203.844,104.59,0,86.042,0,96.21,0,96.21,-4.976,0,9.99509,9.625728,7.452,154.891,0,0,43.995,,,,,0,0,582.571,3.8,,586.371,0.618,-0.93,107.634,-3.184,0.3,-3.496,87.636,-7.296,77.511
Q8DSJ8-S-US,3.4562,20101231,201012,0.231314,2.028374,0.123526,0.123526,0.234793,0.569549,0.15,0.809263,1.439277,0.32251,0.19207,1.020833,-1.650847,1.343343,-1.650847,0.634855,0,-0.0751,21.982616,0.089714,0.19966,0,0,-24.217474,,0,,,0,0.5,0.829096,0.620142,0,1.449238,0.099343,-2.762967,2.46011,-0.61627,0.000833,-1.17692,0.579136,-1.79706,-0.869728
XJNJBJ-S-US,,20100131,201001,0.8,11.269,12.679,,0,13.276,0,13.535,2.911,0,0.129,0,0,0,0,-0.57,0,0,53.501183,0.259,0.018,0,0.023,,0.4,0,,,0,0,2.19,0.423,2.405,2.613,0,-12.386,13.535,-10.139,0.043,-10.046,8.656,-10.469,10.365
LSLL5P-S-US,,20101231,201012,112.763,96.399,15.139,15.139,4.625,48.908,9.221,62.707,12.879,0,6.4,0,48.229,0,48.229,0.058,0,2.60698,18.499939,3.254,25.129,0,0.762,27.381,1.184,4.629,,,0,0.018,21.74,1.946,3.883,23.686,0.071,9.491,14.478,14.476,0.752,18.31,72.713,16.364,36.029
XD4X1H-S-US,11347.2,20101231,201012,107.47,175.668,281.809,21.127,0,304.116,0,329.936,54.821,0,5.28,0,161.518,0,161.518,51.58,0,1.58963,101.607,12.311,20.061,0,,-461.97,3.562,0,,,0,0,0,3.562,146.41,3.562,0,-66.265,168.418,6.834,3.548,-64.636,172.106,-68.198,249.295
DHD7XN-S-CA,4.62255,20101031,201010,17.163694,17.410856,4.2582,2.280865,1.453728,7.188627,1.915227,10.83919,2.922046,0.785593,1.939453,0.5067,4.991769,1.292293,6.977669,0.412096,0,0.40382,12.361276,0.389643,1.234364,0,0.182857,-0.719582,0.070386,0.530379,0.238781,,0,0,11.457351,0.253243,0,11.710594,0.342208,-0.16574,3.576494,0.895081,0.152188,0.00608,5.432581,-0.24716,4.266581
NQPH4Z-S-US,,20101231,201012,3.554,12.074,6.556,6.556,0.412,8.724,0.198,9.587,1.239,0.071,0.406,0.132,8.216,0.203,8.216,-1.343,0,161.72376,0.05080267873,0.538,1.447,0,0.266,-50.361,,0,,,0,8.468,1.796,0.578,2.033,2.374,0.361,-5.885,1.371,9.686,0.105,-7.942,9.7,-8.52,7.485
RK39D2-S-US,,20101031,201010,0,0.461849,0.004446,0.004446,0,0.005909,0,0.005909,2.251359,1.367165,0.261539,0,-2.245451,1.367165,-2.24545,0.193315,0,-1.03546,2.16855395,0,0,0,0,-9.861096,0,0,,,0,0,0,0,0,0,0.101672,-0.833129,2.251359,-0.235205,0,-0.46185,0.461849,-0.46185,-2.24545
BFRZBQ-S-US,7017.31,20101231,201012,273.91,191.564,64.693,,0,,87.768,1187.345,,176.438,,220.544,625.013,396.982,625.013,6.101,92.591,15.84122,39.454847,,38.793,,5.6,-145.769,18.843,63.607,,,92.591,66.824,10.888,24.443,,35.331,16.234,78.6,514.325,86.417,5.135,123.023,71.855,98.58,
QMW11N-S-US,4526.18,20101231,201012,2573.769,2375.815,29.135,6.755,97.659,313.714,297.185,1325.489,242.772,28.432,102.068,98.87,795.79,127.302,795.79,55.602,70.882,3.90172,203.958952996251,604.693,173.903,52.0143481730895,6.018,503.689,79.1,200.153,0.568,,70.882,529.809,1341.578,85.118,,1426.696,5.307,137.047,529.699,306.05,98.404,283.072,949.119,197.954,70.942
VR24G5-S-US,23.694,20101231,201012,3.972506,5.062232,0.482681,0.482681,0.078536,0.662794,0.124853,1.68115,1.886499,0.861295,0.811844,0,-1.606204,0.861295,-0.205349,-0.056836,0,-0.01796,89.41363,0.733483,0.079255,0,,-4.457079,,0,,,0,0,3.91053,0.080125,0,3.990655,0.083386,-1.152944,1.886499,-0.126035,0.673575,-1.00961,0.677878,-1.08973,-1.223705
B4M0S7-S-US,,20100630,201006,0,0.039113,0.004736,0.004736,0,0.004736,0,0.004736,0.04455,0,0.00606,0,-0.039814,0,-0.039814,-0.039349,0,-0.26618,0.1495765,0,0,0,0,-0.506981,0,0,,,0,0,0,0,0,0,0,-0.001399,0.04455,-0.040748,0,-0.03911,0.000484,-0.03911,-0.039814
VFVBBY-S-US,25.3841,20101231,201012,3.843098,3.307106,0.455448,,0.034535,1.108071,1.772179,9.195739,0.546055,,0.206418,2.893393,3.874362,2.893393,3.874362,-0.182536,0,11.94221,0.324426,4.939835,0.338829,0,,3.874362,0.877681,1.772179,,,0,0.769407,1.533352,0.877681,0,2.411033,0.165594,0.502806,5.321377,1.24449,1.051983,1.41368,0.879449,0.536,0.562016
HHGZNV-S-US,806.448,20101231,201012,23.95,71.539,72.806,23.105,0,75.167,2.611,84.249,14.701,0,2.329,0,52.111,0,52.111,-9.611,0,4.50744,11.5611,6.404,1.001,0,0.98,-316.945,1.415,2.312,,,0,0,,2.395,53.68,,1.654,-57.308,32.138,-51.37,0.42,-45.194,69.144,-47.589,60.466
FJ33G1-S-US,9157.79,20101231,201012,299.256,219.703,147.86,147.86,72.47,300.801,8.031,441.855,82.77,8.174,9.51,15.644,316.6,23.818,316.6,-28.035,0,6.73781,46.988566,120.683,58.062,0,5.633,5.567,16.212,,,,0,1.333,130.953,21.845,19.16,152.798,0.509,53.991,100.149,63.432,28.374,101.398,66.905,79.553,218.031
STZMBB-S-US,667.467,20101231,201012,101.011,97.291,22.361,9.535,21.882,48.273,3.773,102.809,10.5,0,1.884,0,86.305,0,86.305,4.572,0,2.32784,37.075096,12.416,1.659,0,,83.222,1.081,3.308,-0.002,,0,0,83.298,1.081,0.489,84.379,0,3.853,16.504,10.879,0.191,4.801,12.912,3.72,37.773
GJZ70C-S-US,,20101231,201012,21.72,55.338,68.317,10.647,0,77.799,102.658,409.585,61.314,39.832,21.482,2.086,322.023,41.918,322.023,1.132,0,20.22482,15.92216660563,226.695,6.623,0,,-284.945,8.96,0,,,0,0,9.503,8.96,10.615,18.463,0.024,-29.11,87.562,-17.764,86.285,-24.658,36.875,-33.618,16.485
XLSPJM-S-US,,20101231,201012,77.406,129.608,71.271,10.961,34.862,147.429,62.998,396.544,84.589,41.775,27.616,55.992,205.309,97.767,205.309,-25.395,0,1.25364,163.7697,123.503,39.968,0,2.1,-410.306,7.73,51.845,,,0,18.643,59.794,9.83,30.754,69.624,9.852,-68.801,189.468,-61.656,71.953,-42.372,59.984,-52.202,62.84
B7YPHJ-S-US,5.30459,20101231,201012,0.001283,0.276196,0.006738,0.006738,0,0.016738,0.215102,5.73184,0.265605,0.17843,0.061881,4.934411,0.531514,5.112841,0.531824,0.023766,0,0.00525,101.316138,5.5,0.01,0,0.08604,-7.867384,,0,,0.065,0,0,0.000095,0.08604,0,0.086135,0.024243,-0.298438,5.200016,-0.160353,0,-0.18887,0.190061,-0.27491,-0.248867
JXLKZ9-S-US,,20101231,201012,24.681518,20.522477,,,,,1.339147,406.717059,,15,,50.186,29.033241,65.186,36.112228,1.106337,0.485434,13.69263,2.120355,13.1508,,3.50877192982456,,22.118585,,0.541474,,,0.084814,0,,1.05907,,,2.564118,2.836318,370.604831,6.742015,0.230075,,,,
PRH0SW-S-US,,20101231,201012,2.405276,4.79088,0.000238,,0,0.008282,0,5.365671,7.070964,2.807045,1.812552,2.665505,-4.371127,5.47255,-4.370798,1.795245,0,-0.06737,64.880004,5.262566,0,0,,-74.807449,0.171142,0,,,0,1.131407,3.114283,0.171142,0,3.285425,1.762146,-4.159063,9.736469,-0.636255,0,-2.21446,1.505455,-2.3856,-7.062682
RV5T98-S-US,,20101231,201012,11.079694,17.277219,,,,,,217.800915,,0,,3.442458,32.822488,3.442458,39.143488,1.076124,0.2558,4.62662,7.094274,3.199228,,0,,-13.219986,,0,,,0.2558,5.650542,,0.508011,,,0.316161,-6.683947,178.657427,1.253686,0.452728,,,,
S8ZK2P-S-US,1899.85,20101231,201012,42.135,27.041,37.087,6.849,0,37.849,,38.394,5.959,0.078,1.972,0.032,29.688,0.11,29.688,-27.821,0,0.75445,39.350561,0.426,,0,,-324.106,0.607,0,,,0,0.353,0,0.607,19.98,0.607,0.037,15.139,8.706,-10.703,0,15.701,26.434,15.094,31.89
SGMP31-S-US,23.2477,20100930,201009,3.304055,4.305767,0.041139,,0.387628,1.164757,,1.231255,1.353222,0.25,0.91184,0.794429,-0.917396,1.044429,-0.916396,0.012495,0,-0.13822,6.6371449941,0.062273,0.731968,0,,-1.023725,0.023255,,,,0,,1.889016,0.023255,0,1.912271,0.02697,-1.028602,2.147651,-0.968932,0.00039,-0.97846,2.393496,-1.00171,-0.188465
K10L8X-S-US,,20101231,201012,1468.04474171,937.92235715,326.2998403,324.2901984,26.07034115,1251.94653395,3660.33465735,5085.26198985,975.06939565,437.5653142,300.9445453,3492.34844945,480.060252,3929.91376365,480.060252,-29.64246254,0,12451.61972,0.03854054666,118.9445061,837.5860101,0,70.60605643,-901.63026555,19.26508925,3537.93163535,2.18491887,,0,1082.86984855,683.39318759,89.87114568,,773.26433327,329.36627578,-881.80047554,4582.573814,181.78710049,53.32629576,619.99353,143.02560874,530.12238,276.8771383
P9WM2D-S-US,10030.1,20101231,201012,4559,3730,,1099,,,186,32454,,20,,932,4470,952,4470,,63,42.50328,105.168366,0,,13.2794457274827,,2720,,186,,,63,39,,214,,,78,479,27834,864,74,,1406,,
JVBLHM-S-US,10332.9,20101231,201012,3624.5,3075,1505.4,1377.2,,,8317.4,20444.1,,,,7181.1,8264.6,7181.1,8264.6,19.7,197.9,16.85277,490.4,272.4,1096.9,43.6868686868687,30.3,2399.9,66.4,6980.2,9.8,,197.9,207.3,906.3,96.7,,1003,177.2,465.7,11083.2,715.4,89.6,823.4,391.5,726.7,
LP8R15-S-US,,20101231,201012,1.156884,2.014261,0.281664,,0,0.463393,0,2.215726,1.278551,1.047671,0.23088,0,0.66817,1.047671,0.66817,0.138813,0,0.33765,1.978894,1.719657,0.017724,0,0,-49.805391,0.435916,0,,,0,0,0.552071,0.435916,0,0.987987,0.202337,-1.990111,1.547556,-0.487579,0.00143,-0.42146,0.967073,-0.85738,-0.815158
BZT2KB-S-US,,20101231,201012,157.474,274.802,,,,,3.95,2420.785,,73.204,,334.536,-102.425,407.74,-18.839,38.777,0,-4.86517,21.052697,34.019,,0,,-334.593,,0,,,0,13.22,,8.993,,,11.335,-119.695,2439.624,20.272,5.358,,,,
G7XNY2-S-US,0.745959,20101130,201011,0,0.276473,0,0,0,0,0,0.0066,0.999622,0.771962,0.22766,0,-0.993022,0.771962,-0.993022,0.021649,0,-0.02403,41.327311,,0,0,0,-5.827769,0,,,,,0,0,0,0,0,0,-0.276473,0.999622,-0.254824,0,-0.27647,0.272469,-0.27647,-0.999622
K9484Z-S-CA,,20101231,201012,48.351706,44.505539,14.172933,14.172933,4.313249,61.119332,35.99924,104.18244,10.429612,0,6.179581,0,90.206786,0,90.206786,-21.570282,0,2.02074,44.640426,5.812476,41.394359,0,,-4.596834,,24.53345,,,0,0,23.712222,3.291296,2.03343,27.003518,0,5.462186,13.975654,-13.286759,1.896726,7.13747,17.502021,3.84617,50.68972
DBP11F-S-CA,18.9945,20101231,201012,44.73,44.349,0.158,,0,,0,796.695,,85.57,,0,642.581,85.57,643.11,29.539,0,353.93129,1.81555296957,0.676,0.014,0,,269.598,,0,,,0,0,1.532,0.134,,1.666,0.662,295.778,153.585,-10.791,0.017,1.177,42.021,1.043,
SDC6PX-S-US,444.008,20101231,201012,81.93,69.518,,,,,5.544,1291.781,,14.65,,45.928,159.597,60.578,159.597,2.69,2.935,11.41876,13.976741,21.094,,40,,93.57,,5.544,,,2.935,0.35,,2.89,,,1.338,7.363,1132.184,34.615,2.481,,,,
LX3DQT-S-US,2.6544,20101231,201012,0.148413,0.443588,0.02282,,0.006411,0.029231,0,0.042019,3.380005,1.445077,1.408298,0,-3.347728,1.445077,-3.337986,0.229071,0,-0.18319,18.275061,0.012788,0,0,0,-7.417938,0.000474,0,,,0,0,0.052195,0.000474,0,0.052669,0.075837,-0.341725,3.380005,-0.126367,0.013262,-0.29471,0.390919,-0.29518,-3.350774
MBPYQF-S-US,2.80862,20100331,201003,2.394406,4.308158,0.290141,0.290141,0.207132,0.801462,0.417444,1.38357,0.432859,0,0.265908,0,0.950711,0,0.950711,-0.014213,0,0.02395,39.700831,0.13265,0.286073,0,0.065812,-32.678949,0.033446,0.202688,,,0,0,1.016685,0.099258,0,1.115943,0,-1.871467,0.432859,-0.897497,0.047827,-1.81449,3.192215,-1.91375,0.368603
R8G2VC-S,,20100630,201006,0,0.00032,0,0,0,,,0.020638,0,0,0,0,0.016638,0,0.020638,0,0,0.00876,1.9,0.013954,0,,,-0.131565,0,0,,,0,0,0,0,0,0,,-0.00032,0,0,0,-0.00032,0.00032,-0.00032,
PZBZZR-S-US,,20101231,201012,0,0.023088,0.018806,0.018806,0,0.018806,0,0.018806,0.052632,0,0.00674,0,-0.033826,0,-0.033826,0.00319,0,-0.00063,53.99999892,0,0,,0,-0.237476,0,0,,,0,0,0,0,0,0,0,-0.023088,0.052632,-0.018698,0,-0.02308,0.005704,-0.02308,-0.033826
Q6B58M-S-US,174.087,20101231,201012,0,0.050485,0.000282,0.000282,0,0.000282,0,0.000282,0.302293,0.096804,0.162103,0,-0.302011,0.096804,-0.302011,0.0485,0,-0.02913,10.3685,0,0,0,0,-0.422913,0,0,,,0,0,0,0,0,0,0.010237,-0.060722,0.302293,-0.012222,0,-0.05048,0.050485,-0.05048,-0.302011
GGPZ0F-S-CA,587.083,20101231,201012,107.098,138.244,75.159,75.159,27.487,211.614,0,348.347,41.995,1.196,40.799,1.195,291.377,2.391,291.377,-59.478,0,753.08123,0.38691310993,126.196,106.314,0,,-436.399,13.175,0,,,0,1.721,109.614,13.175,0,122.789,0.566,-23.259,56.97,-73.892,49.364,-17.971,10.676,-31.146,169.619
RB98Y1-S-US,38.2931,20101231,201012,93.249629,61.367147,49.855966,,5.436117,102.626297,0,147.199859,24.013816,10.744437,3.446797,0,118.457314,10.744437,118.458771,-16.780808,0,36.88765,3.21130025,36.337251,47.30261,0,0.253212,51.418283,2.140644,,,,0,0,53.016396,2.393856,1.087443,55.410252,0.801496,21.180576,24.013816,10.689329,7.697473,34.27634,5.956895,31.88248,78.612481
BXD1FX-S-US,,20101231,201012,0,0.434641,0.032357,0.032357,0,0.066894,0,0.436198,0.426584,,0.332105,0.24,-0.230386,0.24,-0.230386,-0.255627,0,-0.00186,123.94107,0.369304,0.034537,0,0,-9.268874,,0,,,0,0,0,0,0,0,0.007276,-0.441917,0.666584,-0.619287,0,-0.43464,0.434641,-0.43464,-0.35969
P0TXW3-S,,20101231,201012,0,0.14937367,0.00290902,0.00290902,0,0.0125964,0,0.04609555999999,0.000056,0,0,0,0.04603955999999,0,0.04603955999999,-0.01778913,0,0.0008,57.791833,0.00211025,0.00968737999999,,,-2.62082927,0.00113116,0,,,0,0,0,0.00445625,,0.00445625,0.00024,-0.01028715,0.000056,-0.00309915,0.00127809999999,-0.14491,0.14460817,-0.14937,0.0125404
N13QPC-S-US,54.7299,20100331,201003,8.691953,12.893044,30.148783,17.7396,1.972072,33.956778,0.420441,42.682573,2.955128,0,1.421779,,39.004583,0,39.004583,0.422663,0,1.08507,35.946738,7.66137,1.695638,0,0.05573,-73.566111,0.547365,0,,,0,0.416923,8.280059,0.603095,0.576341,8.883154,0.015697,-4.140872,3.67799,-2.428007,5.674159,-3.59799,4.00989,-4.20109,31.00165
VLJKB7-S-US,286.311,20101231,201012,44.234296,26.75947,,,,,,965.202357,,58.405876,,35.245497,121.363024,93.651373,121.363024,-0.192341,4.056153,12.86591,9.432915,11.538588,,32.1167883211679,,76.519493,,0,,,4.056153,3.504503,,0.748008,,,1.678587,12.966274,843.839333,16.822002,0.362514,,,,
D2W0G9-S-US,51758.1,20101231,201012,34757,31574,3769,3701,1185,9904,14296,31421,8386,784,1846,4045,13557,4829,13557,-743,545,46.59455,290.956752,5042,4057,27.2219953722608,132,8245,606,13517,595,10,545,1192,27871,738,603,28609,281,2038,17864,2453,776,3921,2965,3183,1518
SDDNG8-S-CA,0.583828,20100531,201005,8.36409,12.101389,3.643382,1.693382,0.727194,5.872701,0,30.126132,3.060464,0.306443,2.329735,,23.84605,0.306443,23.84605,-3.718775,0,1.74748,13.6459771,24.011719,1.450384,0,0,-28.095709,1.04131,,,,0,0.303286,8.608489,1.04131,0,9.649799,0.085205,-9.641084,4.120989,-4.844841,4.243652,-2.69599,2.022368,-3.7373,2.812237
F6YS24-S-CA,,20100831,201008,0,1.089335,0.23435,0.23435,0,0.287885,0,30.583816,0.327247,,0.327247,0,15.912269,0,23.912269,-0.023271,0,0.92814,17.144319,27.786531,0.032438,0,,-30.90114,0.048149,,,,0,0,0.000485,0.048149,0,0.048634,0,-1.011442,6.671547,-0.589536,2.327486,-1.04119,0.598254,-1.08934,-0.039362
JWG8N5-S-US,,20101231,201012,0.12499,0.32954,0.008151,0.008151,0,0.066024,0,1.790855,2.151754,1.973386,0.006929,0,-0.391242,1.973386,-0.360899,0.06434,0,-0.00005,7755.908229,1.228831,0.056873,0,0,-20.407949,0.025571,0,,,0,0.05797,0.096725,0.025571,0,0.122296,0.218181,0.869006,2.151754,-0.29432,0,-0.17898,0.155644,-0.20455,-2.08573
SHS7YF-S-US,156.007,20101231,201012,112.784,89.272,41.313,0,0,57.767,1.058,66.002,18.204,0,9.931,0,45.889,0,45.889,8.509,0,2.79062,16.444,3.425,13.554,0,0.389,40.165,2,0,,,0,0,4.864,2.389,0,7.253,0,13.157,20.113,23.925,1.279,25.901,82.019,23.512,39.563
VPQ4BR-S,,20101231,201012,0,0.011174,0,,0,2E-6,0,2E-6,0.081203,0,0.01271,0,-0.081201,0,-0.081201,0.011174,0,-0.01094,7.425,0,2E-6,,0,-0.124726,0,0,,,0,0,0,0,0,0,0,-0.011174,0.081203,0,0,-0.01117,0.011174,-0.01117,-0.081201
W6SP5M-S-CA,,20101031,201010,249.449276438902,279.663159975087,124.9633152,124.9633152,29.5826496,250.8251712,2.5175424,563.7056256,128.2725504,4.12128,19.3028544,40.80576,343.5305664,44.92704,343.5305664,-111.104935222564,0,5.10915,67.238253,113.6292864,74.289888,,,-195.9276864,,2.5175424,-1.05341755252915,,0,229.838066515167,133.272369217116,30.3363498132285,5.13631868715935,163.608719030345,6.28729412140056,-107.259701693381,220.1750592,-138.475110291824,7.92813466381295,0.12247,116.054440944743,-30.21388,122.5526208
GRLS18-S-US,0.720796,20100930,201009,0.020252,0.478669,0.005848,0.005848,0,0.005848,,0.24455,2.703325,1.54128,0.158308,0,-2.509756,1.54128,-2.509756,0.248452,0,-0.04732,53.041897,0.188702,0,0,0,-14.447602,0.003551,0,,0.289997,0,0,0.224007,0.003551,0,0.227558,0.12827,-1.141303,2.754306,-0.094674,0.010716,-0.45487,0.251111,-0.45842,-2.697477
SJX071-S-US,,20101231,201012,2134.5,2087.9,,121.9,,,0,21559,,,,427.7,1155.5,427.7,1155.5,,0,220.51527,5.24,0,,0,,-1163.5,,0,13.7,,0,0.2,,11.3,,,31.7,-24.6,20403.5,-258,5.9,,589.5,,
B3F7MQ-S-MX,,20101231,201012,55717.144,52675.361,3728.818,3728.818,6971.102,13616.974,0,45824.316,10576.801,162.898,9702.66,19865.809,15036.756,20028.707,15036.756,-703.713,0,13.846,1086,30839.708,2704.051,0,,4039.294,1276.121,0,2.036,,,2461.942,42933.573,1276.121,0,44209.694,429.002,1028.371,30635.428,2851.763,564.808,4317.904,8465.667,3041.783,3040.173
H43B1W-S-US,,20101231,201012,3.995177,11.659201,29.406063,2.738278,0,31.286301,14.603332,47.318559,9.304483,0.062393,0.802684,0.038217,37.800094,0.10061,37.800094,0.244258,0,1.21235,31.179066,0.455436,0.824266,0,0.134527,-272.410281,0.406799,14.595783,,,0,0.104254,4.799058,0.541326,2.641205,5.340384,0,-7.061617,9.565822,3.9314,0.141672,-7.12269,6.318817,-7.66402,21.981818
CZHBV2-S-US,7743.11,20101231,201012,900.044,807.949,255.706,255.706,0,579.676,184.138,949.538,250.326,0.158,12.314,0,669.999,0.158,669.999,-43.174,0,11.12085,60.247092,170.861,196.324,0,,467.58,,175.86,0.04944437103594,,0,,541.388,33.873,,575.261,1.132,87.071,278.069,87.428,30.952,125.968,232.688,92.095,329.35
FNPDVL-S-US,,20101231,201012,576.665,423.787,60.253,60.253,9.191,164.411,1587.876,2372.739,264.66,22.386,23.488,1047.44,786.757,1069.826,786.757,0.176,0.85,7867570,0.0001,202.26,65.324,,2,68.535,27.799,1268.663,,,0.85,40.126,353.228,29.799,,383.027,77.938,49.096,1469.92,169.064,40.035,182.677,40.76,152.878,-100.249
SX9B2M-S-US,,20100331,201003,0.0033,0.03176,0.0125,0,0,0.0125,0,0.0125,0.415287,0.330375,0.060187,0,-0.402787,0.330375,-0.402787,0.015611,0,-0.03098,13,,0,0,0,-0.884303,0,0,,0.119992,0,0,0.00066,0,0,0.00066,0.01929,-0.04775,0.415287,-0.024045,0,-0.02846,,-0.02846,-0.402787
TKPN21-S-CA,56842.7,20101231,201012,12901,9996,22,,610,2172,0,42669,3156,0,274,8499,20985,8499,20985,149,302,19.23733,1090.848,40472,1481,19.2307692307692,0,18005,4143,0,,,302,872,5230,4143,,9373,449,1697,21684,6284,5335,7048,504,2905,-984
N5N6M6-S-US,393525,20101231,201012,107811,75452,,,,,66542,2126704,,440348,,254286,168306,694634,176106,26968,1486,43.04178,3910.29411,13355,,5.05050505050505,,73998,,48854,228,,1486,99043,,4965,,,7623,16406,1950598,65260,0,,,,
D55HTD-S-US,4024.15,20101231,201012,86.930019,92.069658,42.684241,0,17.815405,82.326195,3.090876,136.186935,11.947994,0,4.550789,0,117.564241,0,117.564241,-7.02163,0,1.87739,62.621268,35.905765,13.542535,0,0.486915,35.185191,6.8,0,,,0,0,36.299229,7.286915,11.411889,43.586144,0,-4.384435,18.622694,0.731525,4.502674,2.14727,48.483514,-5.13964,70.378201
K11BLH-S-US,,20101231,201012,4616,2631,347,,169,1713,0,25270,2565,489,610,13517,3167,14006,4615,-301,140,4.49698,704.251119,21072,500,4,0,-2434,942,0,51,,75,3127,1453,942,0,2395,1031,758,18508,1845,4073,2927,,1985,-852
GHV1YC-S-CA,12877.7,20101231,201012,2449.60476633202,1296.18309559844,1379.38493,1376.40398,388.417785,2165.95827,0,5225.20789,959.26971,141.69449,359.90003,554.357335,2677.29056,696.051825,2677.29056,-127.105049266408,57.3723763706557,6.21354,430.88,3016.622035,374.60605,,0,1250.40916,119.070856525095,0,,,57.3723763706557,88.5821250965241,1131.1731369884,119.070856525095,0,1250.2439935135,60.5654529729723,-127.105049266408,2172.51636,784.157812046323,368.336836447872,1272.49253,45.9391020849416,1153.42167,1206.68856
MJCGG4-S-US,164.343,20101231,201012,0,0.008045,0,0,0,0,0,0,0.080464,0.066446,0.0016,0,-0.080464,0.066446,-0.080464,0.0038,0,-1.78964,0.044961,0,0,0,0,-2.288679,0,0,,,0,0,0,0,0,0,0.0038,-0.011845,0.080464,-0.008045,0,-0.00804,0.008045,-0.00804,-0.080464
SW4YMF-S-US,,20101231,201012,0,0.168919,0.700996,0.700996,0,1.340858,0,1.340858,0.439471,0.403211,0.03626,0,0.901387,0.403211,0.901387,0.030491,0,0.01757,51.313366,0,0.639862,0,0,-1.141243,0,0,,,0,0,0,0,0,0,0.019097,-0.188016,0.439471,-0.157525,0,-0.16892,0.013452,-0.16892,0.901387
TF51Y3-S-US,0.2505,20100930,201009,0,0.005466,0.000112,0.000112,0,0.000112,0,0.000112,0.028068,0.019774,0.0041,0,-0.027956,0.019774,-0.027956,0.001583,0,-0.01116,2.505,,0,0,0,-0.042968,0,,,,0,0,0,0,,0,0.001582,-0.007048,0.028068,-0.004945,0,-0.00547,0.005466,-0.00547,-0.027956
MJBXDM-S-US,7823.67,20101231,201012,20849.349,20307.674,2328.276,2134.997,,5562.825,87.849,7614.923,3523.383,96.692,1432.502,17.759,3496.999,114.451,3496.999,-173.007,90.093,19.82143,176.425158,866.343,2685.904,25.2525252525253,1.234,3109.957,189.35,87.849,64.883,,90.093,32.163,19953.958,190.584,,20144.542,10.616,357.496,4086.298,550.914,265.41,732.259,163.132,541.675,2039.442
LBDCLK-S-US,0.0861,20101231,201012,0,0.005723,0.002007,0.002007,0,0.002007,0,0.002007,0.04835,0,0.0386,0,-0.046343,0,-0.046343,0.0065,0,-0.00754,6.15,0,0,,0,-0.099543,0,0,,,0,0,0,0,0,0,0,-0.005723,0.04835,0.000777,0,-0.00572,0.005723,-0.00572,-0.046343
R1BTRN-S-US,,20101231,201012,0,0,0,0,0,10.5,0,2683.8,10.4,0,2.8,0,2471.7,0,2471.7,0,0,21.02958,117.53444486601,0,10.1,,0,-848.6,0,0,,,0,0,0,0,0,0,0,74.4,212.1,0,0,0,,0,0.1
KGNGPN-S-US,,20101231,201012,4127.5,3546.5,389.3,315.5,566.5,2345.3,415.3,3644.2,1495.4,12.2,344.1,351.1,1311.7,363.3,1311.7,-457.5,0,5.47454,239.6,609,1144.6,0,20.6,1814.9,80.7,274.8,35.7,,0,68,2952.8,101.3,68,3054.1,11.1,375.9,2321.9,195.3,112.5,682.3,492.4,581,849.9
G5H5Z7-S-US,50.7192,20101231,201012,28.708,39.713,55.889,21.258,0,59.261,0,84.672,25.938,0,0.42,0,32.182,0,32.182,25.353,0,0.82326,39.091117,9.688,0,0,0,-212.879,2.724,0,,,0,0,0,2.724,23.912,2.724,0,-10.666,52.49,21.601,0.974,-8.281,36.989,-11.005,33.323
W0Z4W6-S-US,1677.39,20100630,201006,514.89,452.767,209.858,209.858,18.667,334.505,1.927,414.679,105.971,0,65.618,2.305,286.511,2.305,286.511,20.894,0,8.42171,34.020521,25.821,101.509,0,,219.119,8.677,1.927,,,0,0,297.511,8.677,86.552,306.188,2.4,52.965,128.168,114.008,9.067,70.8,146.579,62.123,228.534
CF90NK-S-US,,20101231,201012,0,0.913226,0.000851,0.000851,0,0.069421,0.031178,0.103378,7.50049,2.733239,0.082663,0,-7.397112,2.733239,-7.397112,0.493228,0,-0.04297,172.127287,0.002779,0,0,0,-20.203543,0.011063,0,,,0,0,0,0.011063,0,0.011063,0.266961,-1.112629,7.50049,-0.296637,0,-0.90217,0.802105,-0.91323,-7.431069
